title,authors,journal,year,doi,abstract,pmid
Malaria infection and anemia status in under-five children from Southern Tanzania where seasonal malaria chemoprevention is being implemented.,Mwaiswelo RO; Mmbando BP; Chacky F; Molteni F; Mohamed A; Lazaro S; Mkalla SF; Samuel B; Ngasala B,PloS one,2021,10.1371/journal.pone.0260785,"BACKGROUND: Malaria and anemia remain major public health challenges in Tanzania. Household socioeconomic factors are known to influence these conditions. However, it is not clear how these factors influence malaria transmission and anemia in Masasi and Nanyumbu Districts. This study presents findings on malaria and anemia situation in under-five children and its influencing socioeconomic factors in Masasi and Nanyumbu Districts, surveyed as part of an ongoing seasonal malaria chemoprevention operational study. METHODS: A community-based cross-sectional survey was conducted between August and September 2020. Finger-prick blood samples collected from children aged 3-59 months were used to test for malaria infection using malaria rapid diagnostic test (mRDT), thick smears for determination of asexual and sexual parasitemia, and thin smear for parasite speciation. Hemoglobin concentration was measured using a HemoCue spectrophotometer. A structured questionnaire was used to collect household socioeconomic information from parents/caregivers of screened children. The prevalence of malaria was the primary outcome. Chi-square tests, t-tests, and logistic regression models were used appropriately. RESULTS: Overall mRDT-based malaria prevalence was 15.9% (373/2340), and was significantly higher in Nanyumbu (23.7% (167/705) than Masasi District (12.6% (206/1635), p<0.001. Location (Nanyumbu), no formal education, household number of people, household number of under-fives, not having a bed net, thatched roof, open/partially open eave, sand/soil floor, and low socioeconomic status were major risks for malaria infection. Some 53.9% (1196/2218) children had anemia, and the majority were in Nanyumbu (63.5% (458/705), p<0.001. Location (Nanyumbu), mRDT positive, not owning a bed net, not sleeping under bed net, open/partially open eave, thatched window, sex of the child, and age of the child were major risk factors for anemia. CONCLUSION: Prevalence of malaria and anemia was high and was strongly associated with household socioeconomic factors. Improving household socioeconomic status is expected to reduce the prevalence of the conditions in the area.",34855878
"Epidemiology of Schistosoma mansoni infection in Ituri Province, north-eastern Democratic Republic of the Congo.",Nigo MM; Odermatt P; Salieb-Beugelaar GB; Morozov O; Battegay M; Hunziker PR,PLoS neglected tropical diseases,2021,10.1371/journal.pntd.0009486,"BACKGROUND: Schistosomiasis, caused by Schistosoma mansoni, is of great significance to public health in sub-Saharan Africa. In the Democratic Republic of Congo (DRC), information on the burden of S. mansoni infection is scarce, which hinders the implementation of adequate control measures. We assessed the geographical distribution of S. mansoni infection across Ituri province in north-eastern DRC and determined the prevailing risk factors. METHODS/PRINCIPAL FINDINGS: Two province-wide, community-based studies were conducted. In 2016, a geographical distribution study was carried out in 46 randomly selected villages across Ituri. In 2017, an in-depth study was conducted in 12 purposively-selected villages, across the province. Households were randomly selected, and members were enrolled. In 2016, one stool sample was collected per participant, while in 2017, several samples were collected per participant. S. mansoni eggs were detected using the Kato-Katz technique. In 2017, a point-of-care circulating cathodic S. mansoni antigen (POC-CCA) urine test was the second used diagnostic approach. Household and individual questionnaires were used to collect data on demographic, socioeconomic, environmental, behavioural and knowledge risk factors. Of the 2,131 participants in 2016, 40.0% were positive of S. mansoni infection. Infection prevalence in the villages ranged from 0 to 90.2%. Of the 707 participants in 2017, 73.1% were tested positive for S. mansoni. Prevalence ranged from 52.8 to 95.0% across the health districts visited. Infection prevalence increased from north to south and from west to east. Exposure to the waters of Lake Albert and the villages' altitude above sea level were associated with the distribution. Infection prevalence and intensity peaked in the age groups between 10 and 29 years. Preschool children were highly infected (62.3%). Key risk factors were poor housing structure (odds ratio [OR] 2.1, 95% 95% confidence interval [CI] 1.02-4.35), close proximity to water bodies (OR 1.72, 95% CI 1.1-2.49), long-term residence in a community (OR 1.41, 95% CI 1.11-1.79), lack of latrine in the household (OR 2.00, 95% CI 1.11-3.60), and swimming (OR 2.53, 95% CI 1.20-5.32) and washing (OR 1.75, 95% CI 1.10-2.78) in local water bodies. CONCLUSIONS/SIGNIFICANCE: Our results show that S. mansoni is highly endemic and a major health concern in Ituri province, DRC. Infection prevalence and intensity, and the prevailing socioeconomic, environmental, and behavioural risk factors in Ituri reflect intense exposure and alarming transmission rates. A robust plan of action is urgently needed in the province.",34855748
"Previous tuberculosis disease as a risk factor for chronic obstructive pulmonary disease: a cross-sectional analysis of multicountry, population-based studies.",Kamenar K; Hossen S; Gupte AN; Siddharthan T; Pollard S; Chowdhury M; Rubinstein AL; Irazola VE; Gutierrez L; Miranda JJ; Bernabe-Ortiz A; Alam D; Kirenga B; Jones RC; van Gemert F; Wise RA; Checkley W,Thorax,2022,10.1136/thoraxjnl-2020-216500,"BACKGROUND: Risk factors for COPD in high-income settings are well understood; however, less attention has been paid to contributors of COPD in low-income and middle-income countries (LMICs) such as pulmonary tuberculosis. We sought to study the association between previous tuberculosis disease and COPD by using pooled population-based cross-sectional data in 13 geographically diverse, low-resource settings. METHODS: We pooled six cohorts in 13 different LMIC settings, 6 countries and 3 continents to study the relationship between self-reported previous tuberculosis disease and lung function outcomes including COPD (defined as a postbronchodilator forced expiratory volume in one second (FEV(1))/forced vital capacity (FVC) below the lower limit of normal). Multivariable regressions with random effects were used to examine the association between previous tuberculosis disease and lung function outcomes. RESULTS: We analysed data for 12 396 participants (median age 54.0 years, 51.5% male); 332 (2.7%) of the participants had previous tuberculosis disease. Overall prevalence of COPD was 8.8% (range 1.7%-15.5% across sites). COPD was four times more common among those with previous tuberculosis disease (25.7% vs 8.3% without previous tuberculosis disease, p<0.001). The adjusted odds of having COPD was 3.78 times higher (95% CI 2.87 to 4.98) for participants with previous tuberculosis disease than those without a history of tuberculosis disease. The attributable fraction of COPD due to previous tuberculosis disease in the study sample was 6.9% (95% CI 4.8% to 9.6%). Participants with previous tuberculosis disease also had lower prebronchodilator Z-scores for FEV(1) (-0.70, 95% CI -0.84 to -0.55), FVC (-0.44, 95% CI -0.59 to -0.29) and the FEV(1):FVC ratio (-0.63, 95% CI -0.76 to -0.51) when compared with those without previous tuberculosis disease. CONCLUSIONS: Previous tuberculosis disease is a significant and under-recognised risk factor for COPD and poor lung function in LMICs. Better tuberculosis control will also likely reduce the global burden of COPD.",34853154
Intimate Partner Violence and HIV Testing in Filipino Women: Analysis of the 2017 Philippine National Demographic and Health Survey.,Bermudez ANC; Cochon KL; Operario D,Violence against women,2022,10.1177/10778012211045709,"We sought to determine the association between intimate partner violence (IPV) and HIV testing among a representative household sample of Filipino women, using data collected from the 2017 National Demographic and Health Survey. In our sample, we found that 23.63% experienced IPV, and only 1.99% were tested for HIV in the past 12 months. We found that IPV was associated with an increased odds of HIV testing in the past 12 months (aOR  =  1.42; 95% CI  =  1.02, 1.99). Our study highlights the need to consider formal encounters with IPV survivors as opportunities to engage them in the HIV prevention and care continua.",34817307
Association of intimate partner violence and other risk factors with HIV infection among married women in India: evidence from National Family Health Survey 2015-16.,Shri N; Muhammad T,BMC public health,2021,10.1186/s12889-021-12100-0,"BACKGROUND: Human immunodeficiency virus (HIV) infection remains an important public health concern in many countries. It is fuelled by gender inequality and disparity, which has resulted in a fundamental violation of women's human rights. This study aims to find out the association of intimate partner violence (IPV) and other risk factors with the prevalence of HIV infection among married women in India. METHODS: This study is based on data from the India National Family Health Survey (2015-16). Bivariate analysis has been performed to estimate the prevalence of HIV. Logistic regression analysis is conducted to find out the association between IPV, factors such as having alcoholic husband and lifetime partner, and HIV infection among currently married women. RESULTS: Married women who had faced physical, sexual, and emotional violence from their husbands/partners were almost twice more likely to have tested HIV positive compared to married women who did not face violence [OR: 2.14, CI: 1.08-4.50]. The odds of testing for HIV positive was significantly higher among the married women experiencing IPV and having alcoholic husband [OR: 4.48, CI: 1.87-10.70] than those who did not experience IPV and had non-alcoholic husband. The use of condom did not show any significant association with HIV infection. Again, having more than one lifetime partner had a positive association with HIV infection compared to those with one partner [OR: 2.45, CI: 1.21-4.16]. CONCLUSIONS: The study revealed that factors such as experiencing all types of IPV, having an alcoholic husband, increased number of lifetime partners, being sexually inactive, belonging to vulnerable social groups, and urban place of residence are important risk factors of HIV infection among married women in India. The results also suggest that gender-based violence and an alcoholic husband may represent a significant factor of HIV infection among married women and interventions should on focus such vulnerable populations.",34789185
"Cultural and religious determinants of HIV transmission: A qualitative study with people living with HIV in Belu and Yogyakarta, Indonesia.",Fauk NK; Ward PR; Hawke K; Mwanri L,PloS one,2021,10.1371/journal.pone.0257906,"As a part of a larger qualitative study to understand HIV-risk factors and impacts on people living with HIV (PLHIV) (52 women and 40 men) in Belu and Yogyakarta, Indonesia, this paper reports the influences of cultural practices and religious beliefs on sexual relationships and behaviours of participants as contributors for HIV transmission. This study was conducted from June to December 2020. Data collection was conducted using one-one-one in-depth interviews. Participants were recruited using the snowball sampling technique. Data analysis was guided by a qualitative data analysis framework. The findings showed that cultural practices in Belu related to the use of bride wealth, managing spousal disputes, marriage, and condom use, influenced spousal relationships and sexual behaviours or practices which contributed to HIV transmission. Javanese cultural practices and expectation of an 'ideal wife', Islamic religious beliefs about expected husband-wife relationships, forbidden premarital sex, and the participants' individual interpretation of their religious beliefs about condom use spousal sexual relations, also influenced spousal sexual relations and behaviours, which supported HIV transmission among the participants. The findings indicate the need for HIV education programs that address cultural practices and religious beliefs for community members and population groups to enhance their understanding about HIV, condom use, and how cultural practices and religious beliefs play a role in HIV transmission. The findings also indicate the need for involvement of religious leaders in HIV education programs to bring insights to people and help them interpret their religious beliefs in health promoting ways. Future studies that explore different aspects of culture and religion which may contribute to HIV transmission are recommended.",34780506
The Relationship Between Socio-Demographic Factors and Tuberculosis Mortality in the Republic of Korea During 2008-2017.,Chung S; Seon JY; Lee SH; Kim HY; Lee YW; Bae K; Oh IH,Frontiers in public health,2021,10.3389/fpubh.2021.691006,"The Republic of Korea has a high incidence of tuberculosis (TB) and TB-specific mortality rate. In 2019, it had the second highest TB-specific mortality among Organization for Economic Co-operation and Development countries. Understanding the factors associated with TB-specific deaths may help eradicate the disease. Therefore, we aimed to identify the general characteristics associated with TB-specific mortality among Koreans. Using Causes of Death Statistics data from Statistics Korea, we assessed the year of death, sex, age, occupation, area of residence, marital status, and education level reported between 2008 and 2017. Patient characteristics associated with TB-specific deaths were analyzed using the Chi-squared test, while influencing factors of TB-specific mortality were analyzed using logistic regression analysis to calculate adjusted odds ratios (AOR). Female (AOR: 0.509, 95% CI: 0.493-0.526), those with a graduate degree or higher (AOR: 0.559, 95% CI: 0.474-0.660) had lower TB-specific mortality rates than those of their counterparts. Conversely, those aged >/=70 years (AOR: 1.239, 95% CI: 1.199-1.280), single (AOR: 1.355, 95% CI: 1.315-1.396), and skilled agricultural, forestry, and fishery workers (AOR: 1.441, 95% CI: 1.359-1.529) had higher TB-specific mortality rates than those of their counterparts. In conclusion, TB-specific mortality rates differed according to the characteristics of the deceased patients. In order to establish effective TB control, multisectoral action on broader determinants should be strengthened.",34746074
Schistosoma mansoni infection risk for school-aged children clusters within households and is modified by distance to freshwater bodies.,Lamberti O; Kabatereine NB; Tukahebwa EM; Chami GF,PloS one,2021,10.1371/journal.pone.0258915,"BACKGROUND: The interaction of socio-demographic and ecological factors with Schistosoma mansoni (S. mansoni) infection risk by age and the household clustering of infections between individuals are poorly understood. METHODS: This study examined 1,832 individuals aged 5-90 years across 916 households in Mayuge District, Uganda. S. mansoni infection status and intensity were measured using Kato-Katz microscopy. Socio-demographic and ecological factors were examined as predictors of infection status and intensity using logistic and negative binomial regression models, respectively, with standard errors clustered by household. A subgroup analysis of children was conducted to examine the correlation of infection status between children and their caretakers. FINDINGS: Infection varied within age groups based on the distance to Lake Victoria. Children aged 9-17 years and young adults aged 18-29 years who lived </=0.50km from Lake Victoria were more likely to be infected compared to individuals of the same age who lived further away from the lake. Infections clustered within households. Children whose caretakers were heavily infected were 2.67 times more likely to be infected. CONCLUSION: These findings demonstrate the focality of schistosome transmission and its dependence on socio-demographic, ecological and household factors. Future research should investigate the sampling of households within communities as a means of progressing towards precision mapping of S. mansoni infections.",34735487
Prevalence and risk factors associated with HIV and syphilis co-infection in the African Cohort Study: a cross-sectional study.,Gilbert L; Dear N; Esber A; Iroezindu M; Bahemana E; Kibuuka H; Owuoth J; Maswai J; Crowell TA; Polyak CS; Ake JA,BMC infectious diseases,2021,10.1186/s12879-021-06668-6,"BACKGROUND: Each year, 5.6 million new syphilis cases are diagnosed globally. Guidelines for people living with HIV (PLWH) in low-income countries (LIC) recommend STI testing for symptomatic persons and those newly diagnosed with HIV; routine STI testing is less clear. Here we provide updated syphilis prevalence and identify co-infection risk factors in PLWH in the African Cohort Study (AFRICOS) to understand these rates as they relate to syndromic treatment. METHODS: AFRICOS is a study enrolling PLWH and HIV-uninfected individuals in four African countries. Participant study enrollment information was used to determine syphilis prevalence and co-infection risk factors. Inclusion criteria consisted of adults 18 years or older receiving care at a participating clinic as a long-term resident who consented to data and specimen collection. Exclusion criteria consisted of pregnancy and/or imprisonment. Screen-positive syphilis was defined as a reactive rapid plasma regain (RPR) upon study enrollment whereas confirmed syphilis included a reactive RPR followed by reactive treponemal test. Multivariate analyses was performed to determine HIV and syphilis co-infection risk factors. RESULTS: Between 2013 and March 1, 2020, 2939 PLWH enrolled and 2818 were included for analysis. Screen-positive and confirmed syphilis prevalence were 5.3% (151/2818) and 3.1% (87/2818), respectively. When the analysis was restricted to PLWH with an RPR titer of greater than, or equal to, 1:8, 11/87 (12.6%) participants were included. No PLWH and confirmed syphilis had documented genital ulcers. In the multivariate model, participants with confirmed syphilis co-infection were more likely to have none or some primary education [aOR 3.29 (1.60, 6.74)] and consume alcohol [aOR 1.87 (1.16, 3.03)] compared to those without syphilis. Antiretroviral therapy (ART) with suppressed viral load (VL) was protective in the unadjusted model but not adjusted multivariate model. CONCLUSIONS: Our findings show that syphilis rates in sub-Saharan Africa remain elevated where diagnosis remains challenging, and that both lower education level and alcohol consumption are significantly associated with HIV/syphilis co-infection in AFRICOS. Based on our analysis, current STI guidelines targeting testing for African individuals with either new HIV diagnosis or syndromic symptoms may be inadequate, highlighting the need for increased testing and treatment strategies in resource-limited settings.",34717564
Perinatal outcomes in women living with HIV-1 and receiving antiretroviral therapy-a systematic review and meta-analysis.,Shinar S; Agrawal S; Ryu M; Walmsley S; Serghides L; Yudin MH; Murphy KE,Acta obstetricia et gynecologica Scandinavica,2022,10.1111/aogs.14282,"INTRODUCTION: Antiretroviral therapy-naive pregnant women living with HIV are at an increased risk for adverse pregnancy outcomes. It remains controversial whether this risk persists with antiretroviral therapy. We conducted a systematic review and meta-analysis to evaluate whether pregnant women living with HIV and receiving antiretroviral therapy antenatally, are at an increased risk of adverse outcomes compared with HIV-negative controls. MATERIAL AND METHODS: We searched MEDLINE, Embase, International Pharmaceutical Abstracts, EBM Reviews, PubMed (non-MEDLINE records), EBSCO CINAHL Complete, Clarivate Web of Science, African Index Medicus, LILACS and Google Scholar for all observational studies comparing pregnant women living with HIV on antiretroviral therapy with HIV-negative controls from 1 January 1994 to 10 August 2021 with no language or geographic restrictions. Perinatal outcomes included preterm birth (PTB), low birthweight, small-for-gestational age and preeclampsia. Using a random-effects model we pooled raw data to generate odds ratio (OR) with 95% confidence intervals (CI) for each outcome. Sub-analyses for high and low resource countries and time of antiretroviral therapy initiation were performed. This systematic review and meta-analysis is registered with PROSPERO, number CRD42020182722. RESULTS: Of the 7900 citations identified, 27 were eligible for analysis (12 636 pregnant women living with HIV on antiretroviral therapy and 7 812 115 HIV-negative controls). ORs (95% CI) of PTB (1.88 [1.63-2.17]), small-for-gestational age (1.60 [1.18-2.17]) and low birthweight (2.15 [1.58-2.92]) were significantly higher in pregnant women living with HIV than in HIV-negative women, while the risk of preeclampsia (0.86 [0.57-1.30]) was comparable. The risk of PTB and low birthweight was higher in both high resource and low resource countries, while the risk of small-for-gestational age was higher only in the former. Preconceptional antiretroviral therapy was associated with a higher risk of PTB compared with antenatal initiation. CONCLUSIONS: Pregnant women living with HIV on antiretroviral therapy have an increased risk of PTB, low birthweight and small-for-gestational age in high resource countries, as well as PTB and low birthweight in low income countries compared with HIV-negative controls.",34704251
"The effect of malaria on haemoglobin concentrations: a nationally representative household fixed-effects study of 17,599 children under 5 years of age in Burkina Faso.",Starck T; Bulstra CA; Tinto H; Rouamba T; Sie A; Jaenisch T; Barnighausen T,Malaria journal,2021,10.1186/s12936-021-03948-z,"BACKGROUND: Although the association between malaria and anaemia is widely studied in patient cohorts, the population-representative causal effects of malaria on anaemia remain unknown. This study estimated the malaria-induced decrease in haemoglobin levels among young children in malaria-endemic Burkina Faso. METHODS: The study was based on pooled individual-level nationally representative health survey data (2010-2011, 2014, 2017-2018) from 17 599 children under 5 years of age. This data was used to estimate the effects of malaria on haemoglobin concentration, controlling for household fixed-effects, age, and sex in a series of regression analyses. The fixed-effects controlled for observed and unobserved confounding on the household level and allowed to determine the impact of malaria infection status on haemoglobin levels and anaemia prevalence. Furthermore, the diagnostic results from microscopy and rapid diagnostic tests were leveraged to provide a quasi-longitudinal perspective of acute and prolonged effects after malaria infection. RESULTS: The prevalence of both malaria (survey prevalence ranging from 17.4% to 65.2%) and anaemia (survey prevalence ranging from 74% to 88.2%) was very high in the included surveys. Malaria was estimated to significantly reduce haemoglobin levels, with an overall effect of - 7.5 g/dL (95% CI - 8.5, - 6.5). Acute malaria resulted in a - 7.7 g/dL (95% CI - 8.8, - 6.6) decrease in haemoglobin levels. Recent malaria without current parasitaemia decreased haemoglobin concentration by - 7.1 g/dL (95% CI - 8.3, - 5.9). The in-sample predicted prevalence of severe anaemia was 9.4% among malaria positives, but only 2.2% among children without malaria. CONCLUSION: Malaria infection has a strong detrimental effect on haemoglobin levels among young children in Burkina Faso. This effect seems to carry over even after acute infection, indicating prolonged haemoglobin reductions even after successful parasite-elimination. The quasi-experimental fixed-effect approach adds a population level perspective to existing clinical evidence.",34688294
"Clinical characteristics, diagnosis, and predictors of neurosyphilis patients with human immunodeficiency virus co-infection: A retrospective study at infectious diseases hospitals in two cities of China.",Yu J; Shi J; Wan H; Li J; Shao Y; Ye J; Dai L; Wang X; Liu A,Medicine,2021,10.1097/MD.0000000000027430,"This study aimed to compare between the clinical and laboratory characteristics of neurosyphilis and those of syphilis in human immunodeficiency virus (HIV) positive and explore the risk factors associated with the occurrence of neurosyphilis in the HIV infected.In-patients diagnosed with HIV and syphilis co-infection who underwent a lumbar puncture and completed cerebrospinal fluid (CSF) examination were divided into neurosyphilis group and syphilis group. The demographic characteristics, symptoms and signs, and laboratory tests of the 2 groups were comparatively analyzed. Logistic regression analysis was used to explore the risk factors associated with the occurrence of neurosyphilis.Among 81 patients, 33 patients were assigned to the neurosyphilis group, and 48 to the syphilis group. There were no significant differences in the age, gender, marital status, acquired immunodeficiency syndrome course, opportunistic infections, serum HIV viral load, and history of syphilis treatment. The difference in HIV transmission route between the 2 groups was statistically significant (P = .010), and the patients from the neurosyphilis group were mainly infected via heterosexual contact. The proportion of serum toludine red unheated serum test (TRUST) titer >/=1:16 in the neurosyphilis group were 78.8%, which was significantly higher compared to the syphilis group (48.9%). The level of CSF white blood cell count, CSF protein, and CSF HIV viral load in the neurosyphilis group were significantly higher than those of the syphilis group. The proportion of patients with neurological symptoms and signs in the neurosyphilis group was significantly higher compared to the syphilis group (P < .001). Multivariate logistic regression analysis showed that heterosexual contact transmission route, not received antiretroviral therapy, lower CD4 cell count and higher serum TRUST titer, untreated with syphilis, and neurological symptoms and signs were risk factors associated with the occurrence of neurosyphilis.The serum TRUST titer, CSF white blood cell count, CSF protein level, CSF HIV viral load, and the percentage of neurological symptoms and signs in the neurosyphilis group were higher. Heterosexual transmission route, not received antiretroviral therapy, and untreated with syphilis prompted the possibility of neurosyphilis occurrence.",34678871
Proximity of Residence to Irrigation Determines Malaria Risk and Anopheles Abundance at an Irrigated Agroecosystem in Malawi.,Mangani C; Frake AN; Chipula G; Mkwaila W; Kakota T; Mambo I; Chim'gonda J; Mathanga D; Mzilahowa T; Zulu L; Walker E,The American journal of tropical medicine and hygiene,2021,10.4269/ajtmh.21-0390,"As countries of sub-Saharan Africa expand irrigation to improve food security and foster economic growth, it is important to quantify the malaria risk associated with this process. Irrigated ecosystems can be associated with increased malaria risk, but this relationship is not fully understood. We studied this relationship at the Bwanje Valley Irrigation Scheme (800 hectares) in Malawi. Household prevalence of malaria and indoor Anopheles density were quantified in two cross-sectional studies in 2016 and 2017 (5,829 residents of 1,091 households). Multilevel logistic regression was used to estimate the association between distance to the irrigation scheme and malaria infection and mosquito density. The prevalence of malaria infection was 50.2% (2,765/5,511) by histidine-rich protein 2-based malaria rapid diagnostic tests and 30.1% (1,626/5,403) by microscopy. Individuals residing in households within 3 km of the scheme had significantly higher prevalence of infection (adjusted odds ratio [aOR] = 1.41; 95% confidence interval [CI] 1.18, 1.68); school-aged children had the highest prevalence among age groups (aOR = 1.34; 95% CI 1.11, 1.63). Individuals who reported bed net use, and households with higher socioeconomic status and higher level of education for household head or spouse, had lower odds of malaria infection. Female Anopheles mosquitoes (2,215 total; Anopheles arabiensis, 90.5%, Anopheles funestus, 9.5%) were significantly more abundant in houses located within 1.5 km of the scheme. Proximity of human dwellings to the irrigation scheme increased malaria risk, but higher household wealth index reduced risk. Therefore, multisectoral approaches that spur economic growth while mitigating increased malaria transmission are needed for people living close to irrigated sites.",34662858
Prevalence and risk factors associated with latent tuberculosis infection among household contacts of smear positive pulmonary tuberculosis patients in South India.,Krishnamoorthy Y; Ezhumalai K; Murali S; Rajaa S; Jose M; Sathishkumar A; Soundappan G; Horsburgh C; Hochberg N; Johnson WE; Knudsen S; Salgame P; Ellner J; Prakash Babu S; Sarkar S,Tropical medicine & international health : TM & IH,2021,10.1111/tmi.13693,"OBJECTIVE: We aimed to determine the prevalence and find the risk factors associated with latent tuberculosis infection (LTBI) among the household contacts (HHC) of pulmonary TB patients. METHODS: This cohort study was conducted from 2014 to 2019. Pretested standardised questionnaires and tools were used for data collection. The prevalence of LTBI among HHCs of TB patients was summarised as proportion with 95% confidence interval (CI). Mixed-effects generalised linear modelling function (meglm) in STATA with family Poisson and log link was performed to find the factors associated with LTBI. RESULTS: In total, 1523 HHC of pulmonary TB patients were included in the study. Almost all HHC shared their residence with the index case (IC) for more than a year; 25% shared the same bed with the IC. The prevalence of LTBI among the HHC of TB patients was 52.6% (95% CI: 50.1-55.1%). In an adjusted model, we found that among HHC belonging to the age group of 19-64 years (aIRR = 1.2; 95% CI: 1.1-1.3; p-value: 0.02), to the age group >65 years (aIRR = 1.4, 95% CI: 1.1-1.9, p-value: 0.02) and sharing the same bed with the IC (aIRR = 1.2, 95% CI: 1.1-1.3, p value: 0.04) were independent determinants of LTBI among the HHC. CONCLUSION: One in two household contacts of TB patients have latent tuberculosis infection. This underscores the need of targeted contact screening strategies, effective contact tracing and testing using standardised methods in high TB burden settings.",34654061
Estimates of country level temperature-related mortality damage functions.,Bressler RD; Moore FC; Rennert K; Anthoff D,Scientific reports,2021,10.1038/s41598-021-99156-5,"Many studies project that climate change is expected to cause a significant number of excess deaths. Yet, in integrated assessment models that determine the social cost of carbon (SCC), human mortality impacts do not reflect the latest scientific understanding. We address this issue by estimating country-level mortality damage functions for temperature-related mortality with global spatial coverage. We rely on projections from the most comprehensive published study in the epidemiology literature of future temperature impacts on mortality (Gasparrini et al. in Lancet Planet Health 1:e360-e367, 2017), which estimated changes in heat- and cold-related mortality for 23 countries over the twenty-first century. We model variation in these mortality projections as a function of baseline climate, future temperature change, and income variables and then project future changes in mortality for every country. We find significant spatial heterogeneity in projected mortality impacts, with hotter and poorer places more adversely affected than colder and richer places. In the absence of income-based adaptation, the global mortality rate in 2080-2099 is expected to increase by 1.8% [95% CI 0.8-2.8%] under a lower-emissions RCP 4.5 scenario and by 6.2% [95% CI 2.5-10.0%] in the very high-emissions RCP 8.5 scenario relative to 2001-2020. When the reduced sensitivity to heat associated with rising incomes, such as greater ability to invest in air conditioning, is accounted for, the expected end-of-century increase in the global mortality rate is 1.1% [95% CI 0.4-1.9%] in RCP 4.5 and 4.2% [95% CI 1.8-6.7%] in RCP 8.5. In addition, we compare recent estimates of climate-change induced excess mortality from diarrheal disease, malaria and dengue fever in 2030 and 2050 with current estimates used in SCC calculations and show these are likely underestimated in current SCC estimates, but are also small compared to more direct temperature effects.",34645834
"Risk factors associated with house entry of malaria vectors in an area of Burkina Faso with high, persistent malaria transmission and high insecticide resistance.",Yaro JB; Tiono AB; Sanou A; Toe HK; Bradley J; Ouedraogo A; Ouedraogo ZA; Guelbeogo MW; Agboraw E; Worrall E; Sagnon N'; Lindsay SW; Wilson AL,Malaria journal,2021,10.1186/s12936-021-03926-5,"BACKGROUND: In rural Burkina Faso, the primary malaria vector Anopheles gambiae sensu lato (s.l.) primarily feeds indoors at night. Identification of factors which influence mosquito house entry could lead to development of novel malaria vector control interventions. A study was therefore carried out to identify risk factors associated with house entry of An. gambiae s.l. in south-west Burkina Faso, an area of high insecticide resistance. METHODS: Mosquitoes were sampled monthly during the malaria transmission season using CDC light traps in 252 houses from 10 villages, each house sleeping at least one child aged five to 15 years old. Potential risk factors for house entry of An. gambiae s.l. were measured, including socio-economic status, caregiver's education and occupation, number of people sleeping in the same part of the house as the child, use of anti-mosquito measures, house construction and fittings, proximity of anopheline aquatic habitats and presence of animals near the house. Mosquito counts were compared using a generalized linear mixed-effect model with negative binomial and log link function, adjusting for repeated collections. RESULTS: 20,929 mosquitoes were caught, of which 16,270 (77.7%) were An. gambiae s.l. Of the 6691 An. gambiae s.l. identified to species, 4101 (61.3%) were An. gambiae sensu stricto and 2590 (38.7%) Anopheles coluzzii. Having a metal-roof on the child's sleeping space (IRR = 0.55, 95% CI 0.32-0.95, p = 0.03) was associated with fewer malaria vectors inside the home. CONCLUSION: This study demonstrated that the rate of An. gambiae s.l. was 45% lower in sleeping spaces with a metal roof, compared to those with thatch roofs. Improvements in house construction, including installation of metal roofs, should be considered in endemic areas of Africa to reduce the burden of malaria.",34629053
"Time trends and heterogeneity in the disease burden of trachoma, 1990-2019: a global analysis.",He J; Chen A; Zou M; Young CA; Jin L; Zheng D; Jin G; Congdon N,The British journal of ophthalmology,2023,10.1136/bjophthalmol-2021-319621,"PURPOSE: To evaluate the epidemiological trends and associated risk factors of disease burden due to trachoma. METHODS: Data for the country-specific disability-adjusted life year (DALY) number, rate and age-standardised rate of trachoma together with related data of other common eye diseases were acquired from the Global Burden of Disease Study 2019 database. The Socio-Demographic Index (SDI), Human Development Index (HDI), inequality-adjusted HDI and other related indices were obtained from published data or publicly available databases. Regression analyses were conducted to evaluate the associations between potential risk factors and the age-standardised DALY burden of trachoma. RESULTS: The global DALY burden due to trachoma decreased by 37% from 1990 to 2019 and decreased by 69.8% after adjusting for age and population growth, and, in available 1990-2019 data, had the greatest reduction in attributable DALYs of all common eye disease, with the others analysed being cataract, glaucoma, refractive disorders and age-related macular degeneration. Women had higher age-standardised DALY burden due to trachoma than men (p<0.001). The African region (p<0.001) had the heaviest burden among global regions. The age-standardised DALY rate was higher in countries with lower income (p<0.001) and lower SDI (p<0.001). Higher disease burden due to trachoma was associated with lower HDI (beta=-48.102, 95% CI -86.888 to -9.316, p=0.016), lower SDI (beta=-48.063, 95% CI -83.702 to -12.423, p<0.001) and lower expected years of schooling (beta=-2.352, 95% CI -3.756 to -0.948, p=0.002). CONCLUSIONS: The global disease burden due to trachoma decreased from 1990 to 2019 and it had the greatest reduction compared with other common eye diseases. Lower HDI, socioeconomic status and educational level were related to a higher national disease burden of trachoma. Our findings could provide necessary information for trachoma control and prevention.",34593412
